battery_power,talk_time,clock_speed,dual_sim,int_memory,nr_cores,ram,mobile_dep,mobile_wei,screen_height,screen_width,px_height,px_width,touch_screen,three_g,four_g,wifi,bluetooth,primary_cam,front_cam,price_range
1322,12,1.7,Yes,7,3,1418,0.8,140,19,17,177,1990,Yes,No,No,No,No,9,6,1
1735,19,1.8,Yes,34,2,2392,0.1,140,17,15,149,876,No,Yes,No,Yes,No,17,16,2
914,2,0.5,No,26,4,1122,0.7,147,12,9,706,721,Yes,Yes,Yes,Yes,Yes,0,0,0
954,2,0.5,No,50,2,438,0.3,134,17,0,228,1058,No,Yes,No,No,Yes,11,0,0
1914,8,0.7,No,35,8,643,0.6,118,17,1,942,1701,No,Yes,No,Yes,No,2,1,1
1345,15,3,No,38,3,1322,0.1,162,9,2,512,1465,No,Yes,Yes,No,Yes,11,7,1
1178,17,1.3,No,49,5,2511,0.6,101,6,3,579,596,No,No,No,No,Yes,0,0,2
1701,10,0.5,No,46,2,3717,0.9,115,11,0,364,828,Yes,Yes,Yes,No,Yes,15,13,3
627,10,1.6,Yes,12,7,2476,0.2,131,17,1,447,819,No,Yes,Yes,No,Yes,17,3,1
741,9,1.5,No,14,5,1886,0.3,178,19,11,334,594,Yes,Yes,No,Yes,No,13,1,0
1090,11,1.3,Yes,27,4,1352,0.1,91,5,1,1638,1910,Yes,No,No,No,No,16,5,1
1349,4,2,Yes,62,5,2756,0.3,114,11,3,592,772,No,Yes,No,No,No,16,15,2
640,8,1.3,Yes,6,8,2711,0.6,143,15,7,976,1353,Yes,Yes,Yes,No,No,20,5,2
802,8,2.4,Yes,45,3,3713,0.8,157,8,3,1299,1633,No,No,No,No,Yes,9,1,3
1961,6,1.5,No,55,7,2355,0.5,100,14,7,861,1888,Yes,Yes,No,Yes,Yes,20,10,3
621,5,2.7,Yes,54,4,2801,0.1,151,6,1,434,910,Yes,Yes,No,Yes,Yes,20,0,2
1447,20,0.5,No,40,2,471,0.7,184,8,4,963,1062,No,No,No,Yes,No,5,3,0
1289,20,0.8,Yes,16,6,3167,0.9,161,14,8,713,1854,Yes,Yes,Yes,No,No,17,3,3
875,6,0.7,No,23,7,756,0.1,110,14,5,300,1316,No,No,No,No,No,7,2,0
1261,16,0.5,No,52,2,1365,0.3,86,9,3,605,1429,No,Yes,Yes,Yes,No,9,3,1
1536,16,0.8,No,13,7,2020,0.3,105,6,0,22,1634,Yes,Yes,No,No,No,20,12,2
539,3,2,Yes,24,4,1326,0.5,86,7,4,958,967,Yes,Yes,No,No,No,2,1,0
1171,8,1.7,Yes,19,7,263,0.3,167,6,5,248,755,No,No,No,No,Yes,19,2,0
1581,2,1,No,41,4,1384,0.4,172,19,9,693,850,Yes,No,No,Yes,Yes,19,9,1
1494,17,2.4,No,3,7,1208,0.9,93,14,13,944,1003,Yes,Yes,Yes,No,No,17,6,1
769,7,2.9,Yes,9,5,3946,0.1,182,5,2,248,874,No,No,No,No,Yes,1,0,3
1392,16,2.5,No,44,4,1280,0.7,113,8,1,482,1098,No,Yes,Yes,Yes,No,2,0,1
1883,20,2.7,Yes,30,2,3724,0.5,95,16,15,531,791,Yes,Yes,Yes,Yes,Yes,10,6,3
1680,2,1.2,Yes,37,4,1459,0.7,168,15,3,679,1231,Yes,Yes,Yes,No,Yes,7,6,1
1349,10,2.1,Yes,46,6,2367,0.9,134,11,7,212,623,No,Yes,No,Yes,Yes,12,3,1
1925,19,3,Yes,16,8,2173,0.8,175,7,3,983,1087,Yes,Yes,Yes,No,No,11,0,2
1667,15,1,Yes,21,2,635,0.9,138,17,7,1211,1396,No,Yes,Yes,No,No,0,0,0
555,8,3,Yes,38,2,1686,0.8,193,8,1,214,1970,No,Yes,Yes,Yes,Yes,10,5,1
691,15,2.7,Yes,33,4,424,0.9,108,5,3,951,962,Yes,Yes,Yes,Yes,Yes,8,4,0
1707,10,1.4,No,41,7,1774,0.8,80,12,0,1331,1388,No,No,No,No,No,2,0,2
1066,17,1.6,No,39,5,2728,0.6,131,6,0,401,1586,Yes,Yes,No,Yes,No,17,5,2
1770,14,2.3,No,9,6,3785,0.6,183,13,10,1098,1373,No,Yes,No,Yes,Yes,5,0,3
685,4,0.5,No,29,7,728,0.8,93,14,8,433,648,No,No,No,Yes,No,10,2,0
1854,9,0.9,Yes,33,1,1675,0.4,195,14,12,665,718,No,Yes,Yes,Yes,No,0,0,1
685,18,2.7,No,17,6,1223,0.3,174,8,0,725,870,No,Yes,No,Yes,No,20,7,0
1204,19,2.6,No,10,7,1724,0.3,199,11,2,480,1482,No,Yes,No,No,Yes,3,0,1
958,19,1.6,No,60,1,1417,0.4,200,10,4,730,751,No,Yes,Yes,Yes,Yes,12,9,0
561,4,2.1,Yes,2,3,665,0.1,193,10,0,1055,1294,Yes,Yes,Yes,No,Yes,13,7,0
972,7,1.3,No,44,7,3925,0.7,82,7,6,297,589,Yes,No,No,No,Yes,10,8,3
989,20,0.7,No,51,3,2349,0.4,132,10,1,670,804,No,Yes,Yes,Yes,Yes,15,13,1
850,10,1.6,Yes,29,5,593,0.5,133,19,17,404,642,No,Yes,Yes,Yes,Yes,19,6,0
1384,15,2.8,Yes,60,3,1221,0.1,82,18,12,983,1210,No,Yes,No,Yes,Yes,18,15,1
1971,17,0.5,Yes,40,7,571,0.3,186,8,7,485,922,Yes,Yes,No,No,Yes,19,0,0
1043,8,2.7,No,29,8,1183,0.2,83,5,3,887,893,No,Yes,No,No,No,17,3,0
817,19,1.3,No,11,3,2039,0.5,144,11,6,722,766,Yes,No,No,No,No,11,0,1
1263,10,1.4,Yes,32,2,3372,0.4,103,18,13,409,644,Yes,Yes,Yes,No,Yes,2,1,3
1772,17,1.6,No,45,2,1146,0.5,159,6,1,837,1405,Yes,Yes,Yes,No,Yes,18,17,1
1110,16,1.5,No,41,3,2572,0.1,152,16,5,800,1455,No,Yes,Yes,Yes,No,16,4,2
904,19,1.2,Yes,31,3,2814,0.8,112,13,3,657,1014,No,Yes,Yes,No,Yes,11,10,2
1568,6,0.5,No,33,8,508,1,150,5,1,413,654,Yes,Yes,No,Yes,Yes,20,16,0
1110,15,1.5,No,12,8,624,0.3,153,9,7,961,1950,No,Yes,Yes,No,No,5,2,0
1907,17,2,No,55,7,286,0.9,105,14,4,713,1513,No,Yes,No,Yes,No,15,13,0
1430,17,0.9,No,56,3,752,0.1,179,17,8,569,906,No,No,No,Yes,Yes,5,3,0
1277,14,3,No,41,4,429,0.3,200,9,4,902,1090,Yes,Yes,Yes,Yes,No,3,0,0
1654,14,1.8,No,11,7,1070,0.3,146,8,1,1184,1719,Yes,Yes,No,Yes,No,2,1,1
1084,10,2.6,No,40,3,1945,0.9,107,15,4,322,771,Yes,Yes,Yes,No,Yes,11,3,1
1625,8,0.5,Yes,50,8,670,0.1,107,16,3,8,1219,No,Yes,Yes,No,Yes,17,2,0
1654,10,1.5,Yes,43,2,3112,0.3,109,12,5,546,629,Yes,Yes,Yes,No,Yes,0,0,3
1375,15,0.5,Yes,35,2,1947,0.1,194,15,13,227,772,Yes,Yes,Yes,Yes,No,3,2,1
1315,13,2.6,No,64,7,3278,0.8,128,6,3,59,575,No,No,No,No,Yes,16,7,2
1108,13,2.9,No,52,2,3264,0.1,183,16,1,130,1706,Yes,No,No,Yes,Yes,12,10,3
1414,12,2.2,Yes,49,4,2290,0.5,101,13,0,130,887,Yes,Yes,Yes,No,Yes,1,0,1
593,7,0.5,No,31,7,1692,0.4,156,6,2,1233,1317,No,Yes,No,No,No,7,6,1
724,7,2.7,Yes,44,7,2311,0.5,187,7,6,1273,1754,No,Yes,No,No,No,0,0,2
1356,17,0.5,Yes,35,1,3451,0.8,131,5,2,782,951,Yes,Yes,No,Yes,Yes,19,0,3
652,12,2.4,Yes,17,5,1974,0.7,173,12,10,77,559,No,Yes,Yes,No,Yes,11,9,0
1727,7,2.1,No,63,7,2457,0.6,85,19,13,1463,1992,No,Yes,Yes,Yes,No,8,2,3
1414,7,2,Yes,54,7,3799,0.8,99,17,7,262,829,No,Yes,No,Yes,No,3,2,3
1722,15,2.6,No,18,2,3271,0.8,177,14,0,865,1741,No,Yes,No,Yes,No,16,8,3
1068,15,1.3,No,52,8,1436,0.1,97,16,1,994,1500,No,Yes,Yes,No,No,7,6,1
829,11,0.5,No,56,7,820,0.6,129,12,6,91,1916,No,Yes,No,Yes,No,1,0,0
1646,11,2.5,No,25,2,686,0.6,200,8,6,211,1608,Yes,Yes,Yes,No,No,5,3,0
1229,17,0.5,Yes,14,2,1667,0.8,191,17,6,120,1878,No,No,No,Yes,No,16,15,1
1191,7,0.8,No,46,6,824,0.8,89,19,18,42,807,No,Yes,Yes,No,No,9,6,0
912,6,0.7,No,47,3,1321,0.9,182,7,2,724,794,Yes,No,No,Yes,No,6,3,0
1250,6,1.5,No,20,5,3314,0.4,167,6,5,11,1020,Yes,Yes,Yes,Yes,Yes,18,14,2
1445,17,2.2,Yes,37,2,3480,0.4,82,17,16,527,1393,Yes,Yes,No,Yes,No,6,2,3
832,19,1.1,No,46,6,3317,0.3,93,8,0,820,1366,Yes,Yes,Yes,No,No,0,0,3
1494,14,1.9,No,47,2,3202,0.4,129,13,1,207,1177,No,Yes,Yes,No,No,9,2,3
796,2,0.5,No,12,1,1075,0.5,114,7,3,174,518,Yes,No,No,No,No,8,2,0
543,15,0.5,No,57,5,2413,0.7,192,17,14,391,984,No,Yes,No,No,No,4,0,1
1911,5,0.9,Yes,36,8,3057,0.7,108,9,1,868,1632,Yes,Yes,Yes,No,No,3,1,3
1059,18,0.5,Yes,50,8,619,0.7,182,5,3,519,1545,Yes,No,No,Yes,No,1,0,0
1277,6,0.5,Yes,35,6,3559,0.4,142,18,17,309,1460,Yes,Yes,Yes,No,Yes,6,0,3
1671,10,0.5,Yes,5,8,815,0.9,179,16,6,398,1263,Yes,Yes,No,Yes,No,18,13,0
511,8,0.6,Yes,50,3,1484,0.1,175,9,7,140,622,No,Yes,No,No,Yes,16,12,0
1156,13,2.7,Yes,30,3,2735,0.9,173,16,15,945,1913,No,Yes,Yes,Yes,Yes,16,1,2
1735,9,1.9,Yes,59,6,3230,0.7,148,6,1,137,846,Yes,Yes,Yes,No,Yes,0,0,3
1537,17,2.5,No,43,1,3685,0.3,137,18,17,839,1131,Yes,Yes,Yes,Yes,Yes,5,4,3
825,10,2.9,Yes,34,8,2915,0.8,99,8,2,1471,1866,Yes,Yes,No,No,No,17,0,3
654,13,1.3,No,52,4,1036,0.7,196,17,4,1715,1898,No,Yes,Yes,No,Yes,4,0,1
1108,16,1,No,49,5,3254,0.7,140,12,0,1298,1666,No,Yes,No,No,No,12,3,3
507,12,1.9,Yes,39,1,2124,0.7,142,6,0,17,1084,Yes,Yes,Yes,No,Yes,0,0,1
1430,15,0.5,Yes,27,1,2832,0.5,183,7,1,1132,1182,Yes,No,No,Yes,No,16,1,2
561,19,2.8,Yes,40,7,2974,0.1,99,15,12,426,865,No,Yes,Yes,Yes,Yes,6,2,2
1086,18,2.7,No,24,8,3930,0.1,135,17,1,1874,1976,Yes,Yes,Yes,Yes,No,19,0,3
946,16,2.1,No,19,8,2104,0.2,154,7,4,159,630,Yes,Yes,Yes,No,No,0,0,1
1780,14,0.5,No,27,4,2776,0.1,190,19,17,1331,1463,Yes,Yes,No,Yes,Yes,11,6,3
1408,3,2.1,Yes,45,5,3952,0.9,89,8,6,613,1088,No,No,No,Yes,Yes,14,10,3
1721,5,0.5,Yes,33,4,707,0.5,128,19,2,871,1048,Yes,Yes,Yes,Yes,Yes,5,4,0
1073,18,0.5,Yes,51,7,2908,0.5,145,6,0,690,804,Yes,No,No,No,Yes,0,0,2
1207,5,0.5,No,58,8,503,0.3,112,7,3,406,681,Yes,Yes,No,No,No,0,0,0
1994,20,1.5,Yes,7,8,3622,0.5,146,7,0,447,1435,No,Yes,Yes,Yes,No,7,2,3
1544,18,2.3,No,45,8,1300,0.1,113,8,7,236,857,Yes,Yes,Yes,No,No,20,12,1
1137,12,1,No,7,3,3616,1,196,13,5,942,1179,Yes,Yes,No,Yes,Yes,19,18,3
1046,9,2.8,Yes,58,8,3863,0.2,100,17,12,259,1040,Yes,Yes,Yes,Yes,Yes,0,0,3
1720,7,0.7,Yes,19,2,1222,0.1,137,13,2,409,646,No,No,No,No,Yes,3,0,1
1242,4,1.1,Yes,10,2,1050,0.6,165,11,1,459,1225,No,Yes,No,Yes,No,1,0,0
1713,2,2,No,5,6,1513,0.7,199,15,6,108,1963,No,Yes,Yes,Yes,Yes,16,9,1
1763,17,2.9,Yes,53,4,2066,0.2,101,12,9,138,806,Yes,Yes,Yes,Yes,No,20,1,1
536,7,1.4,No,53,3,1211,0.7,135,15,10,547,705,No,Yes,Yes,Yes,Yes,0,0,0
1063,9,1.4,Yes,48,5,2910,1,128,15,13,127,683,Yes,Yes,Yes,Yes,No,4,2,2
888,20,2.6,Yes,33,2,3407,0.4,198,12,1,327,1683,No,Yes,Yes,No,No,17,2,3
1413,18,0.6,No,13,1,515,0.1,128,5,0,1323,1481,Yes,Yes,Yes,No,No,0,0,0
704,10,2.7,No,29,1,1122,0.2,80,9,3,1108,1509,Yes,Yes,Yes,Yes,Yes,10,8,0
1615,3,2.8,No,9,1,2948,0.9,117,8,3,542,678,Yes,Yes,No,No,Yes,13,3,2
618,15,2.1,No,6,1,1051,0.3,86,13,10,1314,1688,No,No,No,Yes,No,4,2,0
1664,9,2.9,Yes,15,7,1968,0.5,177,12,7,1178,1929,No,Yes,Yes,No,Yes,19,9,2
1910,2,1.4,No,29,7,2944,0.6,146,8,7,333,639,Yes,Yes,No,Yes,No,2,0,2
612,18,0.5,Yes,20,8,3282,0.8,179,16,2,1145,1487,Yes,Yes,Yes,Yes,Yes,6,1,3
767,12,0.8,No,10,4,2317,0.5,107,6,0,517,1995,Yes,Yes,Yes,Yes,No,12,7,2
966,5,0.6,No,50,4,2574,0.2,117,10,1,1446,1754,No,Yes,Yes,Yes,Yes,10,9,2
1002,17,2.6,Yes,27,1,1295,0.1,146,18,15,115,1111,No,Yes,No,Yes,No,10,7,0
1314,4,2.9,Yes,41,4,626,0.1,155,10,4,113,577,Yes,Yes,Yes,Yes,No,12,8,0
1539,10,2.6,No,41,8,2107,0.1,159,15,9,1112,1666,No,Yes,No,Yes,Yes,0,0,2
841,16,0.5,Yes,39,6,2942,0.1,199,11,5,546,828,Yes,No,No,Yes,Yes,13,8,2
1321,16,1.3,No,63,8,1464,0.4,109,7,6,817,941,Yes,Yes,Yes,Yes,Yes,9,0,1
831,20,1.7,Yes,26,5,1704,0.7,177,6,5,511,621,Yes,Yes,Yes,Yes,No,11,7,0
1908,17,0.5,No,30,2,2944,1,111,19,17,140,1046,No,Yes,Yes,Yes,No,19,9,3
603,19,1.5,No,12,6,1543,0.7,114,7,5,1003,1284,Yes,Yes,No,No,No,20,8,1
1724,6,1.8,No,9,2,3056,0.8,100,18,16,655,828,No,Yes,Yes,No,Yes,1,0,3
1426,16,0.8,No,42,3,1356,0.6,84,15,9,715,1163,No,Yes,Yes,Yes,Yes,10,2,1
1407,13,2.4,No,22,4,2192,0.7,104,9,7,1172,1217,No,Yes,Yes,Yes,Yes,4,1,2
857,13,2,Yes,17,7,3100,0.2,195,17,5,157,948,Yes,Yes,No,No,Yes,9,3,2
843,20,0.5,No,56,5,2341,0.1,147,10,1,140,800,Yes,Yes,Yes,Yes,Yes,17,1,1
1991,10,2.2,Yes,42,1,722,0.7,82,6,5,366,613,Yes,Yes,Yes,No,No,13,1,0
1109,7,2.7,Yes,39,1,1524,0.4,98,15,10,1391,1787,Yes,Yes,No,Yes,Yes,9,1,1
532,8,0.8,Yes,8,5,728,0.1,193,13,5,1213,1354,Yes,Yes,No,No,Yes,10,3,0
864,10,1.6,Yes,53,6,493,0.3,88,18,9,262,1436,Yes,Yes,Yes,No,No,1,0,0
1205,14,0.5,Yes,12,4,860,0.6,175,14,1,573,614,No,Yes,No,Yes,No,6,3,0
1983,10,1.2,Yes,27,1,3897,0.6,125,12,10,370,1197,Yes,Yes,Yes,Yes,Yes,11,6,3
1366,14,1.7,Yes,53,5,3869,0.2,161,17,5,647,1876,No,Yes,Yes,Yes,Yes,9,5,3
1571,13,1.4,No,19,6,666,0.1,100,12,10,713,1398,Yes,Yes,Yes,No,No,1,0,0
1018,2,0.7,Yes,63,5,3048,0.1,155,10,3,856,883,No,No,No,Yes,Yes,18,7,2
1224,14,1.8,Yes,44,2,621,0.2,139,11,4,622,709,Yes,Yes,Yes,Yes,Yes,9,2,0
1199,10,2.5,Yes,16,4,3448,0.2,116,17,13,1168,1552,No,Yes,Yes,Yes,Yes,20,15,3
1670,20,3,No,62,8,3024,0.5,114,6,0,1117,1330,No,No,No,Yes,Yes,20,14,3
1509,3,0.6,Yes,50,4,1540,0.3,81,12,8,1010,1684,Yes,Yes,No,No,No,8,5,1
1712,15,0.9,Yes,23,7,1422,1,155,5,0,155,663,Yes,Yes,No,No,Yes,19,2,1
831,18,0.7,No,62,8,2573,0.7,134,16,12,1482,1490,No,Yes,Yes,Yes,Yes,9,2,2
1265,12,1.5,No,49,5,1362,0.7,182,5,0,690,836,No,No,No,Yes,No,16,7,1
1512,7,1.7,No,6,7,2335,0.7,162,15,7,205,884,Yes,Yes,No,Yes,Yes,17,12,2
1692,7,2.1,No,2,1,3779,0.9,106,9,3,1899,1904,Yes,Yes,Yes,Yes,No,17,4,3
1922,17,0.5,No,42,8,3564,0.6,153,12,1,725,1882,No,Yes,Yes,No,No,16,15,3
1000,7,0.5,No,63,8,3744,0.7,179,11,1,1537,1761,No,No,No,Yes,Yes,18,12,3
1332,10,1.3,Yes,7,7,2790,0.8,168,19,11,846,855,Yes,Yes,Yes,No,No,19,5,2
894,13,0.9,No,54,3,2829,0.2,130,11,5,104,541,No,Yes,Yes,Yes,No,15,5,2
697,4,2.7,Yes,20,2,259,0.4,173,12,6,478,1477,Yes,Yes,Yes,Yes,No,6,5,0
1027,13,2.2,No,63,5,1732,0.8,102,8,5,152,714,Yes,No,No,Yes,Yes,4,0,1
1957,18,1.2,Yes,36,2,1115,0.8,151,16,2,1194,1727,No,Yes,Yes,Yes,No,19,18,1
1441,4,0.6,Yes,53,1,1393,0.5,106,9,4,254,954,Yes,Yes,Yes,Yes,No,12,0,1
1515,20,2.1,Yes,24,5,3104,0.9,176,6,5,747,1247,No,Yes,Yes,No,Yes,6,4,3
1283,2,2.4,Yes,33,3,773,1,93,17,7,510,980,Yes,Yes,Yes,No,Yes,15,8,0
959,6,2.6,Yes,20,4,3965,1,84,16,1,561,1631,No,Yes,No,No,Yes,19,15,3
1135,6,2.8,Yes,43,1,3204,0.4,158,18,13,690,1589,No,Yes,No,No,Yes,11,9,3
1900,18,0.5,Yes,55,1,3917,0.9,171,15,5,934,1241,No,Yes,Yes,Yes,Yes,1,0,3
1405,11,1.7,No,8,4,2376,0.3,107,19,6,284,1036,Yes,No,No,No,No,7,0,2
1689,7,1.8,No,24,3,2766,0.3,127,7,2,954,1200,Yes,No,No,Yes,No,18,17,3
912,20,0.5,Yes,58,5,3573,0.3,107,17,3,165,1723,Yes,Yes,No,No,No,1,0,3
964,5,2,No,22,8,2577,0.7,86,17,16,225,1234,Yes,Yes,Yes,No,No,0,0,2
1129,5,2.8,Yes,49,2,1857,0.5,185,8,4,1070,1079,Yes,Yes,No,Yes,Yes,2,0,1
793,5,2.8,Yes,64,4,2296,0.4,179,12,0,818,1006,Yes,Yes,Yes,No,Yes,2,1,1
1776,12,2.2,No,20,6,2671,0.9,82,15,10,1563,1803,Yes,No,No,Yes,No,16,2,3
1987,8,0.5,No,53,3,3117,1,181,18,5,1052,1516,Yes,Yes,Yes,Yes,Yes,7,3,3
1337,16,0.5,No,31,2,2180,0.8,186,7,4,48,644,No,Yes,No,Yes,No,20,13,1
1751,12,2.5,No,4,8,1155,0.6,146,19,14,1499,1952,Yes,No,No,Yes,No,9,1,1
1672,20,0.5,Yes,32,1,1267,0.7,174,17,4,1281,1896,Yes,Yes,Yes,No,Yes,20,13,1
873,7,0.5,Yes,8,7,575,0.6,152,15,8,1257,1411,No,Yes,No,Yes,Yes,9,6,0
1982,15,1.1,No,24,7,3511,0.1,129,16,14,764,1873,Yes,Yes,No,Yes,No,16,12,3
517,11,1.4,Yes,33,4,3704,0.8,183,17,16,660,974,No,Yes,Yes,Yes,No,8,3,3
1830,14,0.5,No,7,6,2334,0.9,191,8,7,460,1583,Yes,No,No,No,No,12,0,2
1715,5,1.3,No,12,8,1633,0.3,94,15,10,1224,1676,Yes,Yes,Yes,Yes,No,6,0,2
1517,11,0.5,No,48,5,2822,0.6,143,15,5,802,1489,Yes,Yes,Yes,Yes,No,14,6,3
1329,9,1.7,No,23,8,2308,0.6,198,11,10,380,682,Yes,Yes,Yes,No,Yes,6,5,1
1966,19,0.8,Yes,48,1,1252,0.2,144,6,4,1242,1973,Yes,Yes,Yes,Yes,No,16,15,2
1365,13,0.6,No,31,4,1300,0.3,125,14,7,293,970,No,Yes,Yes,Yes,No,0,0,0
513,13,1.9,No,27,8,3400,0.4,174,16,6,282,710,Yes,No,No,Yes,No,13,8,2
1949,19,1.4,No,57,7,356,0.3,145,5,3,951,1178,No,No,No,No,Yes,11,7,0
612,6,0.7,No,35,5,3169,0.6,181,14,9,1294,1337,No,No,No,No,Yes,12,6,2
1469,5,1.7,Yes,44,2,1687,0.5,169,15,5,484,711,Yes,Yes,Yes,Yes,No,14,11,1
1905,10,0.5,No,6,1,1545,0.5,151,9,5,849,898,Yes,Yes,Yes,No,Yes,5,3,1
868,17,1.7,No,30,4,1653,0.8,83,11,7,276,1026,No,Yes,No,No,No,0,0,1
1339,7,2.3,Yes,40,2,2382,0.1,123,6,4,212,1269,No,Yes,No,Yes,Yes,1,0,2
1563,8,1.7,Yes,16,7,3922,0.1,151,11,1,410,572,No,No,No,Yes,No,13,10,3
1872,5,0.5,Yes,49,7,3153,0.2,139,16,15,81,1389,Yes,Yes,No,No,Yes,18,14,3
537,12,2,No,55,7,2029,0.3,103,10,5,1041,1430,Yes,Yes,Yes,Yes,Yes,2,1,1
1986,3,0.5,Yes,51,8,1614,0.1,165,17,12,282,1358,Yes,Yes,Yes,Yes,No,20,3,1
825,6,0.5,Yes,52,3,3534,0.9,130,10,4,597,863,Yes,No,No,No,Yes,10,7,3
1083,5,1.4,Yes,49,5,1338,0.8,156,16,8,295,503,Yes,Yes,Yes,Yes,Yes,9,2,0
1112,20,0.5,No,12,4,3302,0.9,190,11,0,777,1119,Yes,Yes,Yes,Yes,No,6,0,3
969,19,2.4,No,45,7,404,0.3,124,18,5,491,589,No,Yes,No,Yes,No,0,0,0
783,18,1.8,Yes,43,3,2016,1,106,16,4,1198,1471,Yes,Yes,Yes,No,No,4,0,1
1754,19,2.1,Yes,52,4,3019,1,101,11,6,199,1452,No,Yes,Yes,Yes,Yes,3,1,3
1659,9,2.8,No,16,1,3255,0.6,89,19,14,819,902,No,No,No,Yes,No,20,5,3
1510,5,2.5,Yes,47,2,887,0.7,138,18,6,118,1170,No,No,No,No,Yes,13,11,0
616,13,1.9,Yes,44,3,3366,0.8,81,18,8,651,1618,Yes,Yes,Yes,No,No,17,13,3
1871,11,2.1,No,41,8,2727,0.4,144,15,8,275,1966,No,Yes,Yes,No,No,5,4,3
1899,4,0.6,No,26,2,336,0.1,151,13,11,96,814,No,Yes,No,Yes,Yes,0,0,0
1231,6,1.2,Yes,54,3,1762,0.8,185,5,3,632,1184,Yes,Yes,No,No,No,10,5,1
1347,11,2.9,No,44,1,2484,0.6,132,18,2,434,967,No,Yes,No,Yes,No,14,5,2
1718,8,2.5,Yes,6,5,3755,0.1,183,7,1,564,980,Yes,Yes,Yes,Yes,Yes,16,14,3
1799,10,1,No,30,3,445,0.6,123,10,8,617,1386,Yes,Yes,Yes,No,No,9,1,0
1266,3,2.6,No,18,7,398,0.4,86,16,8,1187,1595,Yes,Yes,No,Yes,No,2,1,0
1174,16,0.9,No,30,4,804,1,147,17,14,744,1244,Yes,No,No,Yes,Yes,20,7,0
752,16,0.5,Yes,48,7,3860,0.7,87,7,5,164,728,No,No,No,No,No,13,1,3
1082,17,2.3,Yes,2,4,2177,1,101,12,2,398,724,Yes,No,No,No,No,20,11,1
981,19,1.9,Yes,2,3,1539,0.1,136,19,12,75,688,No,No,No,No,Yes,7,0,0
1794,14,0.5,Yes,55,7,402,0.5,86,14,7,43,627,No,Yes,Yes,Yes,Yes,7,5,0
1811,18,0.5,Yes,32,6,348,1,115,17,11,204,1132,No,Yes,No,Yes,Yes,0,0,0
1866,8,1.4,No,30,3,3834,0.5,182,16,11,108,1781,No,No,No,No,No,0,0,3
1318,9,2.4,No,45,2,755,0.1,136,18,3,183,661,No,Yes,Yes,Yes,Yes,7,1,0
1368,5,3,Yes,50,7,2496,0.2,97,13,6,698,829,Yes,No,No,Yes,No,18,10,2
1129,13,0.8,Yes,21,2,1400,0.6,116,11,0,1128,1702,Yes,Yes,Yes,No,Yes,10,9,1
808,11,1.9,No,20,6,1471,0.8,185,13,4,496,974,Yes,No,No,No,No,14,7,0
1469,2,0.5,No,58,7,1571,0.5,150,17,16,1699,1850,No,Yes,Yes,No,No,8,3,2
594,17,2.6,No,27,5,708,0.1,196,17,5,407,528,Yes,No,No,Yes,Yes,2,1,0
1628,13,0.5,No,33,6,3361,0.9,101,16,10,412,643,No,Yes,Yes,No,No,8,5,3
835,15,1.1,Yes,7,4,1181,0.2,101,13,5,323,1604,Yes,Yes,No,Yes,No,7,2,0
558,8,2.8,No,49,5,392,0.8,142,10,5,997,1605,Yes,Yes,Yes,Yes,Yes,4,1,0
902,15,0.7,No,3,7,3411,0.3,134,12,11,675,1285,No,No,No,Yes,Yes,9,3,3
596,15,1.4,No,46,1,2505,0.6,165,15,4,953,984,Yes,Yes,No,No,No,18,8,1
1883,3,1.6,No,24,1,3563,0.1,87,17,10,203,915,No,No,No,No,No,16,9,3
771,20,0.5,No,25,4,770,1,86,12,1,327,922,Yes,No,No,No,Yes,6,3,0
501,17,0.5,Yes,22,6,3077,0.5,174,17,3,239,1636,No,No,No,No,Yes,20,14,2
1239,6,1.2,Yes,52,2,417,0.9,122,8,0,590,661,No,Yes,Yes,Yes,No,10,5,0
1965,16,2.6,Yes,39,4,2032,0.2,187,11,10,915,1965,Yes,Yes,No,Yes,Yes,3,0,2
833,7,2.2,No,27,1,2150,0.9,124,9,5,359,1395,Yes,No,No,Yes,Yes,6,4,1
1809,20,0.5,No,23,6,2784,0.7,123,12,6,433,1661,Yes,Yes,No,Yes,No,19,6,3
616,19,2.2,No,21,7,3267,0.8,150,17,9,347,513,No,Yes,Yes,No,Yes,4,3,2
1631,8,0.5,No,13,2,2173,0.5,166,12,3,960,1735,Yes,Yes,Yes,No,No,16,2,2
1433,2,2.3,No,27,7,3900,0.9,153,18,16,1619,1651,No,Yes,Yes,Yes,Yes,12,8,3
1028,13,2.8,No,30,1,1424,0.1,193,18,4,1801,1923,No,Yes,Yes,Yes,Yes,10,1,1
592,4,0.8,Yes,52,7,1507,0.9,103,5,0,332,970,No,No,No,Yes,No,10,1,0
825,2,0.5,Yes,23,2,3278,0.1,86,8,6,206,1917,No,Yes,Yes,Yes,No,0,0,3
618,10,1.1,No,45,3,2339,0.2,188,19,2,1175,1586,Yes,Yes,Yes,No,No,20,11,2
603,8,0.7,Yes,64,6,604,0.2,156,10,4,1842,1968,Yes,Yes,Yes,Yes,Yes,0,0,0
1268,20,2.9,No,42,6,931,0.9,182,11,5,360,912,Yes,Yes,Yes,No,Yes,17,9,0
1975,13,1.5,No,16,8,2998,0.9,128,5,4,80,655,Yes,Yes,Yes,No,Yes,11,6,2
1219,4,1.6,Yes,4,6,1998,0.3,169,9,2,1419,1698,No,No,No,No,No,7,5,2
